School,Semester,Grade,Subject,Class,Student Name,Score
Olson High School,Fall-2019,11th-Grade,History & Social Science,Math & Computer Science,Gay Rodriguez,73
Olson High School,Fall-2019,11th-Grade,Science,Environmental studies,Merritt Upton,96
Olson High School,Fall-2019,11th-Grade,History & Social Science,AP Macroeconomics,Merritt Upton,77
Olson High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Merritt Upton,99
Olson High School,Fall-2019,11th-Grade,Science,Geology,Merritt Upton,86
Olson High School,Fall-2019,11th-Grade,Vocational Education,Production technology,Merritt Upton,95
Olson High School,Fall-2019,11th-Grade,Performing Arts,Music theory,Isobel Barrows,91
Olson High School,Fall-2019,11th-Grade,Family and Consumer Science,Nutrition,Isobel Barrows,0
Olson High School,Fall-2019,11th-Grade,Science,Forensic science,Isobel Barrows,92
Olson High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Media technology,Isobel Barrows,88
Olson High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Isobel Barrows,98
Olson High School,Fall-2019,11th-Grade,Vocational Education,Building construction,Jermaine Witting,97
Olson High School,Fall-2019,11th-Grade,Vocational Education,Computer-aided drafting,Jermaine Witting,90
Olson High School,Fall-2019,11th-Grade,Vocational Education,Auto body repair,Jermaine Witting,74
Olson High School,Fall-2019,11th-Grade,Family and Consumer Science,CPR training,Jermaine Witting,75
Olson High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Jermaine Witting,93
Olson High School,Fall-2019,12th-Grade,Foreign Language,Italian,Josephine Kihn,97
Olson High School,Fall-2019,12th-Grade,Math,Calculus,Josephine Kihn,0
Olson High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Video game development,Josephine Kihn,78
Olson High School,Fall-2019,12th-Grade,English,Literary analysis,Josephine Kihn,79
Olson High School,Fall-2019,12th-Grade,Performing Arts,Music theory,Josephine Kihn,97
Olson High School,Fall-2019,12th-Grade,English,Poetry,Mallory Purdy,88
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Mallory Purdy,78
Olson High School,Fall-2019,12th-Grade,Performing Arts,Music theory,Mallory Purdy,88
Olson High School,Fall-2019,12th-Grade,Foreign Language,Arabic,Mallory Purdy,87
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP European history,Mallory Purdy,89
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Ruthie Walter,98
Olson High School,Fall-2019,12th-Grade,Computer Science/Information Technology,App development,Ruthie Walter,72
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Interior design,Ruthie Walter,88
Olson High School,Fall-2019,12th-Grade,Visual Arts,Drawing,Ruthie Walter,86
Olson High School,Fall-2019,12th-Grade,Math,Pre-calculus,Ruthie Walter,96
Olson High School,Fall-2019,12th-Grade,Math,Quantitative literacy,Daren Shanahan,73
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Daren Shanahan,74
Olson High School,Fall-2019,12th-Grade,Math,Multivariable calculus,Daren Shanahan,92
Olson High School,Fall-2019,12th-Grade,Physical Education,Lifeguard training,Daren Shanahan,70
Olson High School,Fall-2019,12th-Grade,Vocational Education,Auto body repair,Daren Shanahan,94
Olson High School,Fall-2019,12th-Grade,Performing Arts,World music,Betsy Stroman,86
Olson High School,Fall-2019,12th-Grade,Business,Personal finance,Betsy Stroman,72
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Comparative government and politics,Betsy Stroman,91
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP French Language and Culture,Betsy Stroman,98
Olson High School,Fall-2019,12th-Grade,Business,Introduction to business,Betsy Stroman,89
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus BC,Vladimir Harber,86
Olson High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Vladimir Harber,100
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Family studies,Vladimir Harber,75
Olson High School,Fall-2019,12th-Grade,Foreign Language,Arabic,Vladimir Harber,90
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Latin,Vladimir Harber,94
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Myrtle Marquardt,99
Olson High School,Fall-2019,12th-Grade,Math,Calculus,Myrtle Marquardt,98
Olson High School,Fall-2019,12th-Grade,Vocational Education,Metalworking,Myrtle Marquardt,97
Olson High School,Fall-2019,12th-Grade,Performing Arts,Orchestra,Myrtle Marquardt,89
Olson High School,Fall-2019,12th-Grade,Foreign Language,American Sign Language,Myrtle Marquardt,89
Olson High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Garfield Wunsch,75
Olson High School,Fall-2019,12th-Grade,Business,Business law,Garfield Wunsch,90
Olson High School,Fall-2019,12th-Grade,Social Studies,Women’s studies,Garfield Wunsch,77
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus BC,Garfield Wunsch,78
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Garfield Wunsch,78
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Aubree Waelchi,74
Olson High School,Fall-2019,12th-Grade,Visual Arts,Art history,Aubree Waelchi,71
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Latin,Aubree Waelchi,77
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Psychology,Aubree Waelchi,94
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Aubree Waelchi,85
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Jensen Lesch,89
Olson High School,Fall-2019,12th-Grade,Visual Arts,Art history,Jensen Lesch,84
Olson High School,Fall-2019,12th-Grade,Sciences,AP Physics 1 (Algebra-Based),Jensen Lesch,72
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP European history,Jensen Lesch,91
Olson High School,Fall-2019,12th-Grade,Math,Geometry,Jensen Lesch,71
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Earl Padberg,76
Olson High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer repair,Earl Padberg,89
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Earl Padberg,88
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Earl Padberg,88
Olson High School,Fall-2019,12th-Grade,Social Studies,Sociology,Earl Padberg,78
Olson High School,Fall-2019,12th-Grade,Vocational Education,Heating and cooling systems,Pinkie Becker,80
Olson High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Pinkie Becker,83
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP United States Government and Politics,Pinkie Becker,90
Olson High School,Fall-2019,12th-Grade,Social Studies,World history,Pinkie Becker,78
Olson High School,Fall-2019,12th-Grade,Business,Personal finance,Pinkie Becker,81
Olson High School,Fall-2019,12th-Grade,Math,Practical math,Einar Labadie,80
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Einar Labadie,78
Olson High School,Fall-2019,12th-Grade,Performing Arts,World music,Einar Labadie,91
Olson High School,Fall-2019,12th-Grade,Business,Accounting,Einar Labadie,85
Olson High School,Fall-2019,12th-Grade,Social Studies,Global studies,Einar Labadie,91
Olson High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Jennifer Franecki,75
Olson High School,Fall-2019,12th-Grade,English,Written and oral communication,Jennifer Franecki,72
Olson High School,Fall-2019,12th-Grade,Foreign Language,Korean,Jennifer Franecki,92
Olson High School,Fall-2019,12th-Grade,Science,Geology,Jennifer Franecki,96
Olson High School,Fall-2019,12th-Grade,Visual Arts,Art history,Jennifer Franecki,86
Olson High School,Fall-2019,12th-Grade,Visual Arts,Painting,Hettie Brekke,88
Olson High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Hettie Brekke,71
Olson High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Hettie Brekke,98
Olson High School,Fall-2019,12th-Grade,Physical Education,Swimming,Hettie Brekke,84
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Hettie Brekke,94
Olson High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Alessandro Jacobi,81
Olson High School,Fall-2019,12th-Grade,Foreign Language,Korean,Alessandro Jacobi,93
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP United States History,Alessandro Jacobi,78
Olson High School,Fall-2019,12th-Grade,Performing Arts,Theater technology,Alessandro Jacobi,82
Olson High School,Fall-2019,12th-Grade,Physical Education,Weight training,Alessandro Jacobi,88
Olson High School,Fall-2019,12th-Grade,English,Debate,Kameron Blanda,78
Olson High School,Fall-2019,12th-Grade,English,Poetry,Kameron Blanda,74
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Kameron Blanda,93
Olson High School,Fall-2019,12th-Grade,Social Studies,Current events,Kameron Blanda,90
Olson High School,Fall-2019,12th-Grade,Social Studies,Global studies,Kameron Blanda,89
Olson High School,Fall-2019,12th-Grade,Vocational Education,Robotics,Morton Quitzon,91
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Morton Quitzon,0
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Morton Quitzon,98
Olson High School,Fall-2019,12th-Grade,Business,Consumer education,Morton Quitzon,89
Olson High School,Fall-2019,12th-Grade,Physical Education,Gymnastics,Morton Quitzon,0
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Rickey Mann,100
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Chemistry of foods,Rickey Mann,70
Olson High School,Fall-2019,12th-Grade,Math,Computer math,Rickey Mann,93
Olson High School,Fall-2019,12th-Grade,Performing Arts,Drama,Rickey Mann,75
Olson High School,Fall-2019,12th-Grade,Vocational Education,Auto body repair,Rickey Mann,71
Olson High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Animation,Sonya Blanda,79
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus AB,Sonya Blanda,70
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP Microeconomics,Sonya Blanda,70
Olson High School,Fall-2019,12th-Grade,English,Popular literature,Sonya Blanda,77
Olson High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood education,Sonya Blanda,99
Olson High School,Fall-2019,12th-Grade,Math,Geometry,Elvis Dicki,84
Olson High School,Fall-2019,12th-Grade,Performing Arts,Drama,Elvis Dicki,90
Olson High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Elvis Dicki,0
Olson High School,Fall-2019,12th-Grade,Visual Arts,Painting,Elvis Dicki,88
Olson High School,Fall-2019,12th-Grade,Physical Education,Dance,Elvis Dicki,84
Olson High School,Fall-2019,12th-Grade,Business,Business management,Billy Kuhlman,95
Olson High School,Fall-2019,12th-Grade,Visual Arts,3-D art,Billy Kuhlman,89
Olson High School,Fall-2019,12th-Grade,Physical Education,Aerobics,Billy Kuhlman,95
Olson High School,Fall-2019,12th-Grade,Social Studies,US history,Billy Kuhlman,74
Olson High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Billy Kuhlman,83
Moore High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Eudora Trantow,71
Moore High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion construction,Eudora Trantow,93
Moore High School,Fall-2019,9th-Grade,Vocational Education,Refrigeration fundamentals,Eudora Trantow,72
Moore High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Eudora Trantow,92
Moore High School,Fall-2019,9th-Grade,English,American literature,Eudora Trantow,83
Moore High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Travon Kulas,82
Moore High School,Fall-2019,9th-Grade,English,Journalism,Travon Kulas,70
Moore High School,Fall-2019,9th-Grade,Arts,AP Music theory,Travon Kulas,82
Moore High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion construction,Travon Kulas,75
Moore High School,Fall-2019,9th-Grade,Visual Arts,Ceramics,Travon Kulas,96
Moore High School,Fall-2019,9th-Grade,Physical Education,Health,Kraig O'Connell,99
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Italian Language and Culture,Kraig O'Connell,94
Moore High School,Fall-2019,9th-Grade,Math,Practical math,Kraig O'Connell,70
Moore High School,Fall-2019,9th-Grade,Social Studies,Psychology,Kraig O'Connell,70
Moore High School,Fall-2019,9th-Grade,Physical Education,Dance,Kraig O'Connell,70
Moore High School,Fall-2019,9th-Grade,Math,Fundamentals of math,Eliseo Goldner,83
Moore High School,Fall-2019,9th-Grade,Performing Arts,Concert band,Eliseo Goldner,73
Moore High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Eliseo Goldner,98
Moore High School,Fall-2019,9th-Grade,Visual Arts,Printmaking,Eliseo Goldner,90
Moore High School,Fall-2019,9th-Grade,Science,Oceanography,Eliseo Goldner,94
Moore High School,Fall-2019,9th-Grade,Vocational Education,Robotics,Cletus Erdman,80
Moore High School,Fall-2019,9th-Grade,Sciences,AP Biology,Cletus Erdman,86
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Graphic design,Cletus Erdman,87
Moore High School,Fall-2019,9th-Grade,Physical Education,Health,Cletus Erdman,95
Moore High School,Fall-2019,9th-Grade,Social Studies,Cultural anthropology,Cletus Erdman,86
Moore High School,Fall-2019,9th-Grade,History & Social Science,AP Human Geography,Margarett Braun,79
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP German Language and Culture,Margarett Braun,98
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer repair,Margarett Braun,77
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Media technology,Margarett Braun,83
Moore High School,Fall-2019,9th-Grade,Business,Entrepreneurial skills,Margarett Braun,100
Moore High School,Fall-2019,9th-Grade,Math,Fundamentals of math,Enrico Quitzon,81
Moore High School,Fall-2019,9th-Grade,Social Studies,Cultural anthropology,Enrico Quitzon,92
Moore High School,Fall-2019,9th-Grade,Physical Education,Dance,Enrico Quitzon,86
Moore High School,Fall-2019,9th-Grade,History & Social Science,AP Psychology,Enrico Quitzon,82
Moore High School,Fall-2019,9th-Grade,Math,Statistics,Enrico Quitzon,96
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Italian Language and Culture,Chaya Armstrong,97
Moore High School,Fall-2019,9th-Grade,Vocational Education,Driver education,Chaya Armstrong,94
Moore High School,Fall-2019,9th-Grade,Math,Pre-calculus,Chaya Armstrong,75
Moore High School,Fall-2019,9th-Grade,Physical Education,Swimming,Chaya Armstrong,84
Moore High School,Fall-2019,9th-Grade,Physical Education,Weight training,Chaya Armstrong,80
Moore High School,Fall-2019,9th-Grade,Family and Consumer Science,Family studies,Sabrina Mosciski,85
Moore High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Sabrina Mosciski,74
Moore High School,Fall-2019,9th-Grade,Math,Integrated math,Sabrina Mosciski,83
Moore High School,Fall-2019,9th-Grade,Vocational Education,Cosmetology,Sabrina Mosciski,87
Moore High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Sabrina Mosciski,73
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer programming,Cindy Heller,83
Moore High School,Fall-2019,9th-Grade,Social Studies,Microeconomics,Cindy Heller,85
Moore High School,Fall-2019,9th-Grade,Family and Consumer Science,CPR training,Cindy Heller,70
Moore High School,Fall-2019,9th-Grade,Family and Consumer Science,Culinary arts,Cindy Heller,81
Moore High School,Fall-2019,9th-Grade,English,Modern literature,Cindy Heller,85
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,App development,Leonora Wunsch,81
Moore High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Leonora Wunsch,93
Moore High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Leonora Wunsch,75
Moore High School,Fall-2019,9th-Grade,Social Studies,Sociology,Leonora Wunsch,100
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Leonora Wunsch,78
