School,Semester,Grade,Subject,Class,Student Name,Score
VonRueden High School,Fall-2019,11th-Grade,Math,Probability,Davion Mante,93
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Building construction,Davion Mante,94
VonRueden High School,Fall-2019,11th-Grade,Visual Arts,Photography,Davion Mante,73
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Art history,Davion Mante,85
VonRueden High School,Fall-2019,11th-Grade,Social Studies,World politics,Gino Wilderman,76
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Gino Wilderman,82
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,World music,Gino Wilderman,99
VonRueden High School,Fall-2019,11th-Grade,Social Studies,World religions,Gino Wilderman,74
VonRueden High School,Fall-2019,11th-Grade,Science,Physics,Gino Wilderman,84
VonRueden High School,Fall-2019,11th-Grade,English,Popular literature,Antonette Harber,92
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Antonette Harber,81
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Antonette Harber,83
VonRueden High School,Fall-2019,11th-Grade,Social Studies,Cultural anthropology,Antonette Harber,97
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Interior design,Antonette Harber,70
VonRueden High School,Fall-2019,11th-Grade,Science,Biology,Charlotte Bernier,94
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Charlotte Bernier,72
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Music theory,Charlotte Bernier,74
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,American Sign Language,Charlotte Bernier,74
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Drama,Charlotte Bernier,82
VonRueden High School,Fall-2019,11th-Grade,Math,Consumer math,Lysanne Kohler,82
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,Russian,Lysanne Kohler,99
VonRueden High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Lysanne Kohler,75
VonRueden High School,Fall-2019,11th-Grade,Social Studies,US government,Lysanne Kohler,93
VonRueden High School,Fall-2019,11th-Grade,Business,Consumer education,Lysanne Kohler,76
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Grover Klein,88
VonRueden High School,Fall-2019,11th-Grade,English,Modern literature,Grover Klein,80
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,CPR training,Grover Klein,99
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Studio art (2-D design),Grover Klein,80
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Grover Klein,96
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Meda Kuhn,77
VonRueden High School,Fall-2019,11th-Grade,Business,Business management,Meda Kuhn,100
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Music theory,Meda Kuhn,93
VonRueden High School,Fall-2019,11th-Grade,Science,Geology,Meda Kuhn,87
VonRueden High School,Fall-2019,11th-Grade,Business,Accounting,Meda Kuhn,84
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood development,Jaquelin Reynolds,74
VonRueden High School,Fall-2019,11th-Grade,Social Studies,Psychology,Jaquelin Reynolds,100
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Jaquelin Reynolds,77
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Orchestra,Jaquelin Reynolds,75
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Jaquelin Reynolds,79
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Choir,Jan Schmitt,100
VonRueden High School,Fall-2019,11th-Grade,Visual Arts,Painting,Jan Schmitt,89
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Music theory,Jan Schmitt,91
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Swimming,Jan Schmitt,73
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Jan Schmitt,88
VonRueden High School,Fall-2019,11th-Grade,Business,Business law,Peter Zemlak,80
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Peter Zemlak,78
VonRueden High School,Fall-2019,11th-Grade,English,Journalism,Peter Zemlak,82
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Peter Zemlak,0
VonRueden High School,Fall-2019,11th-Grade,Math,Practical math,Peter Zemlak,98
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Plumbing,Cedrick Hand,76
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Cedrick Hand,93
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,AP Calculus BC,Cedrick Hand,80
VonRueden High School,Fall-2019,11th-Grade,Visual Arts,Printmaking,Cedrick Hand,81
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Cedrick Hand,92
VonRueden High School,Fall-2019,11th-Grade,Social Studies,World politics,Elwyn Fisher,76
VonRueden High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Elwyn Fisher,95
VonRueden High School,Fall-2019,11th-Grade,Math,Probability,Elwyn Fisher,87
VonRueden High School,Fall-2019,11th-Grade,Science,Physical science,Elwyn Fisher,100
VonRueden High School,Fall-2019,11th-Grade,Math,Geometry,Elwyn Fisher,76
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Arielle Gleason,100
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Specialized sports,Arielle Gleason,86
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,American Sign Language,Arielle Gleason,85
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Metalworking,Arielle Gleason,86
VonRueden High School,Fall-2019,11th-Grade,Science,Earth science,Arielle Gleason,81
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,Hebrew,Gina Hackett,90
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Gina Hackett,88
VonRueden High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Video game development,Gina Hackett,71
VonRueden High School,Fall-2019,11th-Grade,Science,Environmental studies,Gina Hackett,81
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,Math & Computer Science,Gina Hackett,70
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,AP Psychology,Bennie Windler,82
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Bennie Windler,83
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Fashion construction,Bennie Windler,81
VonRueden High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Bennie Windler,82
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Bennie Windler,94
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Electronics,Alexandre Emmerich,72
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Computer-aided drafting,Alexandre Emmerich,73
VonRueden High School,Fall-2019,11th-Grade,Math,Statistics,Alexandre Emmerich,88
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Alexandre Emmerich,87
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Nutrition,Alexandre Emmerich,85
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,French,Joshua Dooley,91
VonRueden High School,Fall-2019,11th-Grade,Business,Consumer education,Joshua Dooley,79
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Joshua Dooley,92
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Joshua Dooley,97
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Auto body repair,Joshua Dooley,80
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Robotics,Myrtis Stroman,96
VonRueden High School,Fall-2019,11th-Grade,Math,Geometry,Myrtis Stroman,72
VonRueden High School,Fall-2019,11th-Grade,Visual Arts,Ceramics,Myrtis Stroman,76
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Choir,Myrtis Stroman,86
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Myrtis Stroman,76
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Chandler Denesik,70
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Swimming,Chandler Denesik,84
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Chandler Denesik,82
VonRueden High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Web programming,Chandler Denesik,71
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Chandler Denesik,83
VonRueden High School,Fall-2019,11th-Grade,Social Studies,European history,Trisha Torphy,95
VonRueden High School,Fall-2019,11th-Grade,English,English language and composition,Trisha Torphy,91
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Dance,Trisha Torphy,0
VonRueden High School,Fall-2019,11th-Grade,Social Studies,Modern world studies,Trisha Torphy,100
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Art history,Trisha Torphy,97
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Refrigeration fundamentals,Spencer Legros,95
VonRueden High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Video game development,Spencer Legros,100
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Fashion construction,Spencer Legros,98
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,Math & Computer Science,Spencer Legros,81
VonRueden High School,Fall-2019,11th-Grade,Computer Science/Information Technology,App development,Spencer Legros,74
VonRueden High School,Fall-2019,11th-Grade,Visual Arts,Art history,Nelle Batz,76
VonRueden High School,Fall-2019,11th-Grade,Social Studies,World history,Nelle Batz,95
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Fire science,Nelle Batz,73
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Nelle Batz,72
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Electronics,Nelle Batz,82
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Oran Schaden,70
VonRueden High School,Fall-2019,11th-Grade,Social Studies,Political studies,Oran Schaden,85
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Health,Oran Schaden,78
VonRueden High School,Fall-2019,11th-Grade,Math,Pre-calculus,Oran Schaden,76
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Oran Schaden,79
VonRueden High School,Fall-2019,11th-Grade,Vocational Education,Networking,Jerry Anderson,73
VonRueden High School,Fall-2019,11th-Grade,Math,Multivariable calculus,Jerry Anderson,74
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Art history,Jerry Anderson,85
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,Japanese,Jerry Anderson,81
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,AP Psychology,Jerry Anderson,89
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Kale Hoppe,78
VonRueden High School,Fall-2019,11th-Grade,Science,Chemistry,Kale Hoppe,87
VonRueden High School,Fall-2019,11th-Grade,Math,Math applications,Kale Hoppe,90
VonRueden High School,Fall-2019,11th-Grade,English,English literature and composition,Kale Hoppe,92
VonRueden High School,Fall-2019,11th-Grade,English,World literature,Kale Hoppe,81
VonRueden High School,Fall-2019,11th-Grade,Social Studies,US government,Modesto Kuhic,82
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Jazz band,Modesto Kuhic,84
VonRueden High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Modesto Kuhic,73
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Dance,Modesto Kuhic,88
VonRueden High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Word processing,Modesto Kuhic,79
VonRueden High School,Fall-2019,11th-Grade,Business,Introduction to business,Hoyt Daniel,98
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Specialized sports,Hoyt Daniel,75
VonRueden High School,Fall-2019,11th-Grade,Foreign Language,Italian,Hoyt Daniel,76
VonRueden High School,Fall-2019,11th-Grade,Science,Marine biology,Hoyt Daniel,87
VonRueden High School,Fall-2019,11th-Grade,Science,Zoology,Hoyt Daniel,71
VonRueden High School,Fall-2019,11th-Grade,English,Literary analysis,Arvel Auer,92
VonRueden High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Arvel Auer,71
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,AP Computer Science Principles,Arvel Auer,82
VonRueden High School,Fall-2019,11th-Grade,Performing Arts,Theater technology,Arvel Auer,78
VonRueden High School,Fall-2019,11th-Grade,Social Studies,Microeconomics,Arvel Auer,72
VonRueden High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Savannah Schinner,86
VonRueden High School,Fall-2019,11th-Grade,Physical Education,Health,Savannah Schinner,92
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,AP Microeconomics,Savannah Schinner,88
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Art history,Savannah Schinner,82
VonRueden High School,Fall-2019,11th-Grade,Business,Business management,Savannah Schinner,84
VonRueden High School,Fall-2019,11th-Grade,Arts,AP Art history,Aurelia Mills,88
VonRueden High School,Fall-2019,11th-Grade,Business,Business law,Aurelia Mills,91
VonRueden High School,Fall-2019,11th-Grade,Social Studies,Macroeconomics,Aurelia Mills,72
VonRueden High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Aurelia Mills,95
VonRueden High School,Fall-2019,11th-Grade,Science,Astronomy,Aurelia Mills,100
VonRueden High School,Fall-2019,12th-Grade,Visual Arts,Painting,Noemie Price,75
VonRueden High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood education,Noemie Price,81
VonRueden High School,Fall-2019,12th-Grade,Math,Algebra 1,Noemie Price,98
VonRueden High School,Fall-2019,12th-Grade,Math,Math applications,Noemie Price,92
VonRueden High School,Fall-2019,12th-Grade,Social Studies,Cultural anthropology,Noemie Price,96
VonRueden High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Dolores Dach,94
VonRueden High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Dolores Dach,92
VonRueden High School,Fall-2019,12th-Grade,History & Social Science,AP Macroeconomics,Dolores Dach,89
VonRueden High School,Fall-2019,12th-Grade,Science,Environmental studies,Dolores Dach,76
VonRueden High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Film production,Dolores Dach,88
VonRueden High School,Fall-2019,12th-Grade,English,Poetry,Noe Botsford,76
VonRueden High School,Fall-2019,12th-Grade,Foreign Language,German,Noe Botsford,99
VonRueden High School,Fall-2019,12th-Grade,English,English language and composition,Noe Botsford,75
VonRueden High School,Fall-2019,12th-Grade,English,British literature,Noe Botsford,94
VonRueden High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus AB,Noe Botsford,76
VonRueden High School,Fall-2019,12th-Grade,Science,Oceanography,Kieran Robel,74
VonRueden High School,Fall-2019,12th-Grade,Visual Arts,Sculpture,Kieran Robel,77
VonRueden High School,Fall-2019,12th-Grade,Performing Arts,Jazz band,Kieran Robel,77
VonRueden High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Typing,Kieran Robel,91
VonRueden High School,Fall-2019,12th-Grade,Foreign Language,Portuguese,Kieran Robel,82
VonRueden High School,Fall-2019,12th-Grade,Performing Arts,Guitar,Maximus Carter,94
VonRueden High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Latin,Maximus Carter,74
VonRueden High School,Fall-2019,12th-Grade,Visual Arts,Sculpture,Maximus Carter,75
VonRueden High School,Fall-2019,12th-Grade,Foreign Language,Hebrew,Maximus Carter,80
VonRueden High School,Fall-2019,12th-Grade,Business,Introduction to business,Maximus Carter,85
VonRueden High School,Fall-2019,12th-Grade,Business,Accounting,Stone Morar,90
VonRueden High School,Fall-2019,12th-Grade,English,Contemporary literature,Stone Morar,89
VonRueden High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Stone Morar,89
VonRueden High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Stone Morar,81
VonRueden High School,Fall-2019,12th-Grade,Performing Arts,Jazz band,Stone Morar,79
VonRueden High School,Fall-2019,12th-Grade,Math,Multivariable calculus,Allene Marks,76
